word1,word2
sole,soul
Jean's,jeans
overate,overrate
holm,hom
navel,naval
beet,beat
oh,owe
peat,Pete
aye,I
coolly,coulee
cached,cashed
lock,lough
vial,vile
installation,instillation
cross,crosse
leys,leis
Basque,bask
borough,burro
beech,beach
bowled,bold
caul,call
sawed,sod
breach,breech
ferule,ferrule
chants,chance
stoop,stoup
mule,mewl
lieu,Lew
friar,fryer
ay,eye
Czech,check
cymbal,symbol
cheap,cheep
hoard,horde
Gaul,gall
payed,paid
team,teem
k,kay
yawl,y'all
o'er,or
sitable,sightable
colonel,kernel
grieves,greaves
turban,turbine
gourd,gored
kneed,knead
spayed,spade
told,tolled
a while,awhile
loop,loupe
sold,soled
littoral,literal
whack,Wacs
lamb,lam
pained,paned
berry,bury
teemed,teamed
billed,build
harry,hairy
hay's,haze
grate,great
I,i
toed,towed
wracks,racks
camara,camera
islet,eyelet
bred,bread
coop,coupe
boar,Boer
sonny,sunny
tract,tracked
cite,sight
nee,Ne
yore,your
cosine,cosign
links,lynx
pubescents,pubescence
dun,done
pick,pic
wet,whet
low,lo
semen,seamen
where's,wares
cast,caste
zero,xero-
jewel,joule
soled,sold
flee,flea
serial,cereal
err,Ayr
mote,moat
pencil,pencel
cee,c
mourning,morning
or,ore
braes,braze
grieves,greaves
heroine,heroin
krater,crater
canon,cannon
soul,sol
specks,specs
raise,rase
batching,baching
faery,ferry
heed,he'd
mane,Maine
adulterous,adulteress
ayre,eyre
foul,fowl
guide,guyed
pall,pawl
douce,deuce
are,Ayr
troupe,troop
baled,bailed
consulter,consultor
pleural,plural
redd,red
sewer,sower
Chile,chili
rood,rude
serf,surf
cruse,cruise
penance,pennants
leger,ledger
duct,ducked
new,nu
feal,feel
status,statice
khat,cot
pencil,pensile
compliment,complement
mill,mil
check,Czech
read,redd
buccal,buckle
marque,mark
subtler,sutler
we're,weir
reined,reigned
tonne,tun
marry,Mary
fishing,phishing
ess,s
loos,lose
croc,crock
pere,pare
cent,sent
sights,sites
ways,weighs
aisle,I'll
holy,wholly
aery,airy
stade,staid
Kay,k
aunty,anti-
dyed,died
sow,sough
lessen,lesson
benzene,benzine
rings,wrings
recede,reseed
pe,pee
pew,phew
t's,teas
discrete,discreet
bye,by
weekly,weakly
braze,brays
mantel,mantle
feint,faint
sacks,sacs
rite,wright
signs,sines
wig,whig
torte,tort
capital,capitol
seen,scene
coo,coup
graft,graphed
Baal,bail
kurd,curd
graft,graphed
roux,rue
no's,knows
brays,braze
feat,feet
pee,pea
caul,call
tuff,tough
our,hour
lead,led
rein,rain
hoard,whored
cheque,Czech
rathe,wraith
ariel,aerial
tooter,tutor
pistil,pistol
clack,clacque
crummie,crumby
pear,pere
ewes,yews
gaiter,gator
cel,cell
gassed,gased
t's,tees
lap,Lapp
she,shea
cole,coal
gibe,jibe
mean,mesne
ewes,use
aye,eye
fryer,frier
we'll,wheel
err,heir
ferry,ferri-
moan,mown
sighted,sited
air,Ayr
levy,levee
ticks,tics
bale,Baal
hurts,hertz
break,brake
barred,bard
u's,use
choral,coral
cee,see
oracle,auricle
cozen,cousin
rolls,roles
floe,flow
herds,hurds
remark,remarque
whir,were
add,ad
borne,born
box,bocks
parish,perish
weir,where
he'll,heal
peals,peels
pries,prize
fazing,phasing
bus,buss
airy,aery
zero,-xero
pere,pair
lye,lie
fowler,fouler
lutes,loots
fazed,phased
missable,miscible
root,route
seize,cees
sowed,sewed
suer,sewer
confirmation,conformation
seel,ceil
mol,mole
byte,bight
faze,Fay's
turn,terne
roes,rose
reeks,wreaks
flue,flew
rain,reign
wrack,rack
we'd,weed
pea,pee
I'll,isle
wail,whale
vial,viol
too,to
use,u's
jury,Jewry
sore,soar
preys,prays
lieu,loo
undue,undo
heirs,errs
lane,lain
new,knew
quarts,quartz
mhos,mots
allusion,illusion
wrapped,rapped
revue,review
roes,rows
Wayne,wain
chilly,chili
jury,Jewry
leer,Lear
pour,poor
some,sum
Lou's,loos
thru,through
are,ar
isle,I'll
prints,prince
four,fore
wretch,retch
soul,sol
knows,nose
puttees,putties
nee,nay
mustard,mustered
be,bee
marques,Marx
crumby,crummy
lien,lean
seller,cellar
chalk,chock
assistants,assistance
yolk,yoke
marque,marc
threw,through
burr,birr
gait,gate
sew,sow
ate,eight
none,nun
flier,flyer
slough,slue
pair,pare
rose,rows
popery,potpourri
licked,licht
grayer,greyer
senser,censor
marques,marks
cote,coat
cold,coaled
sore,soar
clammer,clamor
pairing,paring
shoo,shoe
philter,filter
bow,beau
marry,merry
sigh,scye
sown,sone
metal,mettle
clamber,clammer
maze,May's
adventurous,adventuress
rough,ruff
staff,staph
desert,dessert
are,ayre
flair,flare
brake,break
bar,barre
flu,flew
queues,q's
frier,friar
wrest,rest
sunny,sonny
salter,psalter
pried,pride
vial,viol
dam,damn
Paul,pawl
mhos,mows
marcs,marques
autarky,autarchy
jabb,jab
savor,saver
burr,bur
sac,sack
casque,cask
course,corse
reave,reeve
dee,d
sign,sine
sea,cee
islet,eyelet
yoke,yolk
braes,braise
missile,missal
poor,pore
lee,li
broach,brooch
chord,cored
corps,core
gin,jinn
oar,o'er
sensing,censing
cachou,cashew
wholly,holey
grease,Greece
Mrs.,misses
Hyde,hide
dual,duel
peaked,peeked
poise,pois
stile,style
murderous,murderess
latches,laches
auger,augur
bailee,bailie
boar,bore
tear,tare
pod,pawed
hissed,hist
ass,asse
color,culler
right,rite
soared,sword
b,be
lazar,laser
cent,scent
resister,resistor
told,tolled
siting,sighting
laser,lazer
red,read
slough,sluff
ternary,turnery
sandhi,sandy
nit,knit
here,hear
dam,damn
while,wile
whoo,woo
row,roe
fouler,fowler
resighted,recited
owes,ohs
peas,pease
leid,laid
gays,Gay's
grays,graze
lama,llama
wring,ring
all ready,already
hied,Hyde
guarantee,guaranty
cougher,coffer
why,wye
eye,i
basses,bases
fax,facts
reeking,wreaking
Whittier,wittier
relayed,relaid
chantey,shanty
Lou,Lew
role,roll
counselor,counsellor
rock,roc
tool,tulle
castor,caster
sie,sigh
yew,ewe
axseed,accede
clue,clew
buoy,boy
Maine,main
bine,bin
row,roe
missals,missiles
millenary,millinery
prayers,preyers
click,clique
guest,guessed
sleeve,sleave
vain,vein
grayed,grade
weight,wait
wax,wack
palette,palate
Ayr,ayre
feat,feet
bin,been
viscous,viscus
raze,rase
praise,prays
confidents,confidence
sue,Sioux
kyack,kayak
chiton,chitin
elide,allied
sext,sexed
fungous,fungus
handmade,handmaid
lays,leis
lochs,lox
illicit,elicit
patten,paten
fiancee,fiance
for,four
four,for
sax,sacks
so,sow
lama,llamas
wild,wiled
fakir,faker
course,coarse
mill,mil
whether,wether
rays,rase
misses,Mrs.
magnificence,magnificents
mail,male
starlit,starlet
yon,yawn
ferry,faery
tease,teas
to,too
sea,see
pond,pawned
ade,aide
maul,mall
phase,faze
wich,witch
wined,whined
kneading,needing
missus,misses
rap,wrap
yews,use
censor,censer
adherents,adherence
wheel,wheal
whit,wit
mast,massed
coolie,coulee
hansom,handsome
paced,paste
plums,plumbs
I'd,eyed
wop,whop
residents,residence
wasted,waisted
rede,reed
y's,whys
calix,calyx
Taurus,torus
tear,tare
peat,Pete
know-how,no-how
gilled,guild
may be,maybe
lase,laze
dependence,dependents
meting,meeting
wrapping,rapping
lose,Lou's
hire,higher
withe,with
eyrie,aerie
pommel,pummel
teeming,teaming
coquette,coquet
he'll,heel
loch,lough
sear,sere
sighs,size
been,bin
steppe,step
wreck,reck
Sunday,sundae
rynd,rind
faker,fakir
c's,seize
pouffe,pouf
Lapp,lap
mourn,morn
Gael,Gail
piece,peace
freeze,frieze
kiln,chyle
sunn,son
peke,peek
errs,airs
eyre,heir
loos,lose
ade,aid
bell,belle
routes,roots
sandy,sandhi
sol,sole
florescents,fluorescence
file,phial
load,lowed
canvases,canvasses
tea,t
censer,sensor
genes,jeans
you'll,yule
fond,fawned
eyes,ayes
phrase,fraise
write,right
leas,laze
weal,wheal
war,wore
burgh,burrow
ware,weir
perish,pearish
alter,altar
sleight,slight
adds,ads
clack,claque
drupe,droop
braking,breaking
mots,mows
pa,pas
councillor,counsellor
hawk,hock
deme,deem
pedal,peddle
whoop,hoop
whee,wee
scene,seen
missed,mist
gaffe,gaff
piu,pew
Lew's,Lou's
ruse,roos
waiver,waver
males,mails
mood,mooed
ho,hoe
oleo,olio
nock,knock
you're,yore
woe,whoa
bonds,bonze
draft,draught
lays,leas
u,ewe
bailor,baler
hom,home
plain,plane
cited,sighted
furry,firry
sense,scents
tael,tail
instance,instants
ado,adieu
broach,brooch
licker,liquor
poof,pouf
hay,hey
Pharaoh,faro
high,hi
stealing,steeling
batched,bached
lakh,loch
bourne,born
chic,sheik
burgh,burro
choler,collar
wind,wynd
seer,sere
dental,dentil
taupe,tope
frieze,freeze
cirrous,cirrus
presence,presents
kyte,kite
sennit,sennet
weave,we've
writes,wrights
prey,pray
bullion,boullion
mat,matte
oh,o
wurst,worst
cerate,serrate
how's,house
bawl,ball
offal,awful
meet,meat
border,boarder
yews,u's
turbine,turban
aire,air
flew,flu
lye,lie
sane,seine
citing,siting
coal,cole
mowed,mode
I,eye
peas,pees
pair,pear
racked,wracked
sheers,shears
choc,chock
wheeled,weald
ale,ail
ruse,rues
knot,not
wig,Whig
gamin,gammon
baud,bawd
stare,stair
gale,Gael
blend,blende
rackett,racket
war,wore
hue,Hugh
thrown,throne
thrash,thresh
marcs,Marx
tee,tea
ere,Ayr
teas,tis
emerge,immerge
caret,carrot
gambol,gamble
key,cay
seeder,ceder
sex,sects
Wacs,wack
do,dough
hick,hic
we've,weave
shifery,shivaree
retch,wretch
crewel,cruel
ti,tee
sibilance,sibilants
staff,staph
meddles,medals
allusion,illusion
theirs,there's
flare,flair
throe,throw
praise,prase
i,aye
sorry,sari
tire,tyre
wether,whether
pic,pick
lichen,liken
boy,buoy
whoa,hoe
wish,whish
canter,cantor
ticks,tix
raze,rays
puttee,putty
fate,fete
perse,purse
cozen,cousin
mandrill,mandrel
leys,lays
socks,sox
mead,meed
codling,coddling
raki,rocky
pored,poured
rapping,wrapping
heirs,errs
whack,wack
pared,paired
wye,y
champaign,champagne
slay,sleigh
balks,box
poor,pore
rite,right
polar,poller
series,Ceres
burd,burred
emerging,immerging
duct,ducked
or,ore
lessen,lesson
chants,chance
lox,locks
bourne,borne
fir,fur
build,billed
citable,sightable
roo,rue
sty,stye
tale,tail
soak,soke
knickers,nickers
ante,aunty
browse,brows
saccharine,saccharin
rheum,room
cinque,sank
emergences,immergences
guest,guessed
fuse,fuze
eerie,Erie
despondents,despondence
baloney,bologna
real,reel
cues,q's
teet,teat
we'll,weal
for,fore
ewes,use
ranker,rancor
planter,plantar
quarts,quartz
indite,indict
boll,bole
attendance,attendants
toed,toad
luxe,lux
beys,baize
Ray's,raze
ante,auntie
aunty,auntie
penitents,penitence
spitz,spits
creak,creek
meat,mete
thresh,thrash
stanch,staunch
cannon,canon
racquet,rackett
terce,terse
liquors,lickers
eyre,air
ay,aye
slight,sleight
idyll,idle
mane,Maine
vile,viol
c's,sees
currant,current
sneeze,snees
adolescents,adolescence
gym,Jim
sight,site
lyre,liar
seas,c's
copt,copped
plumb,plum
crape,crepe
grow,gros
aire,are
furs,furze
ere,err
residents,residence
taught,taut
resewed,resowed
e's,ease
night,knight
chilly,chili
wether,weather
burrow,burro
peak,peke
whale,wail
tung,tongue
loos,Lew's
gallop,galop
guys,guise
wrecks,rex
leans,liens
trussed,trust
cozy,cosey
bight,byte
braise,braze
where's,wears
hae,hay
caught,cot
weaner,weiner
ere,eyre
hight,height
p,pea
acclimation,acclamation
wringer,ringer
way,whey
loaner,loner
eave,eve
lei,ley
feign,fain
stock,stalk
Lew's,loos
byte,bite
mark,marc
b,be
airs,errs
tower,toer
roomie,rheumy
witch,which
grays,graze
pompous,pampas
shone,shown
flex,flecks
cause,caws
hows,how's
weight,wait
Ne,nae
boos,booze
bite,byte
leek,leak
plumb,plum
bight,bite
pallet,palate
away,aweigh
sous,sues
bussed,bused
tot,taut
precedents,precedence
waist,waste
boatswain,bosun
clapboard,clabbered
sweet,suite
fey,fay
burro,burgh
it's,its
phlox,flocks
tear,tier
passable,passible
rax,wracks
mete,meet
draft,draught
tighter,titer
so,sew
leak,leek
reign,rein
beach,beech
foaled,fold
discrete,discreet
phases,fazes
bask,basque
canopy,canape
reciting,resighting
find,fined
beetle,betel
braid,brayed
dyer,dire
peace,piece
lute,loot
doze,does
summary,summery
waler,wailer
whin,win
tents,tense
whose,who's
nits,knits
Lew,Lou
Maine,main
bowl,boll
trusty,trustee
whin,wynn
slough,slue
there's,theirs
resows,resews
shoot,chute
rho,roe
burrow,borough
world,whorled
confirmation,conformation
hock,hoc
riot,ryot
fair,fare
frees,frieze
sense,cense
sow,so
stye,sty
squaller,squalor
chantey,chanty
minor,miner
mote,moat
bridal,bridle
waver,waiver
devisor,deviser
maize,maze
wee,we
junky,junkie
tye,Thai
slough,slew
carrot,carat
incompetents,incompetence
gray,grey
apps,apse
seaman,semen
send,scend
carrot,karat
wracking,racking
kraal,crawl
flue,flew
rum,rhumb
rote,wrote
intents,intense
him,hymn
casque,cask
nee,neigh
which,wich
bourn,bourne
petrol,petrel
cay,key
some,sum
worn,warn
sheikh,chic
idyll,idol
inflection,inflexion
timber,timbre
prize,prise
krona,krone
tic,tick
impotence,impotents
whored,horde
travail,travel
cane,Cain
we,wee
pumice,pomace
minors,miners
style,stile
fin,Finn
waits,weights
neigh,nae
sleighing,slaying
rode,rowed
brute,bruit
dew,due
lane,lain
queue,q
can't,cant
sale,sail
lice,lyse
rebuild,rebilled
throws,throes
succor,sucker
tacked,tact
patients,patience
heir,ere
tyre,tyer
bair,bear
current,currant
q's,queues
holm,home
bier,beer
hose,hoes
vein,vain
kraft,craft
cause,caws
Wayne,wain
wear,where
brows,browse
Chile,chili
pean,peen
faze,phase
planar,planer
lazar,lazer
loath,loathe
disk,disc
stationery,stationary
halve,have
peeling,pealing
taper,tapir
tocsin,toxin
sine,sign
wart,wort
cited,sited
weighed,wade
isle,aisle
guerilla,gorilla
hay's,haze
whether,weather
bise,bees
hue,Hugh
oar,o'er
seas,c's
wield,weald
axe,ax
ex,x
lamb,lam
sou,sault
the,thee
bach,batch
dense,dents
tact,tacked
caddy,cadi
ley,lay
burro,burrow
do,doe
travail,travel
trayed,trade
sheer,shear
wynd,wined
shes,she's
Styx,sticks
cruise,crews
bad,bade
cougher,coffer
bray,brae
rumor,roomer
bogie,bogey
cees,seas
pair,pare
six,sics
knew,gnu
soot,suit
mist,missed
rests,wrests
q,cue
ai,aye
cosy,cozy
waves,waives
seal,ceil
Hyde,hide
slue,slew
resighted,resited
pummel,pommel
dying,dyeing
equater,equator
yew,you
populace,populus
baa,bah
launce,lance
devil,devel
bat,batt
viol,vile
conn,con
fairy,faery
populace,populous
bask,Basque
gradience,gradients
chitin,kitten
fir,fur
coop,coupe
bowl,bole
eyes,ayes
cession,session
holy,wholly
tenner,tenor
manilla,manila
bruise,brews
Mary,merry
quire,choir
cash,cache
Dane,deign
sees,c's
t,tea
phrase,frays
pedals,peddles
cist,kissed
y's,wise
frank,franc
wright,right
brut,brute
whey,weigh
cache,cash
naves,knaves
might,mite
weigh,way
knap,nap
base,bass
leaver,lever
reave,rieve
cete,seat
unreel,unreal
ware,weir
o,owe
peeked,piqued
rights,writes
tows,toes
roomer,rumor
gate,gait
immergence,emergence
dough,do
insight,incite
aisle,isle
Ray's,raise
censor,censer
strait,straight
ell,l
lode,lowed
stayed,stade
p's,pees
taught,tot
lapse,Lapps
signet,cygnet
doe,dough
manors,manners
Jean's,genes
loess,less
hostile,hostel
Lew's,Lou's
jinks,jinx
tacks,tax
gee,g
chordate,cordate
recite,resight
aes,ayes
leas,lase
ay,i
queue,cue
cents,scents
p,pee
Fay's,faze
brassy,brassie
brut,bruit
pleural,plural
fennel,phenyl
bird,burred
racket,racquet
conker,conquer
pix,pyx
ay,aye
vise,vice
knave,nave
timbre,tambour
jean,gene
wrapped,rapt
loon,lune
let's,Letts
inn,in
muscle,mussel
steaks,stakes
better,bettor
boll,bowl
the,thee
prose,pros
ascent,assent
buy,bye
seemed,seamed
cosey,cosy
guilt,gilt
seed,cede
grizzly,grisly
sites,cites
maul,mall
chorale,corral
cod,cawed
lase,lays
tray,trey
lade,leid
victual,vittle
place,plaice
glary,glairy
hie,high
road,rode
herd,heard
mews,muse
floe,flow
urn,earn
all together,altogether
hostile,hostel
flee,flea
peer,pier
retarred,retard
appetite,apatite
settlers,settlors
pas,pah
storey,story
rays,raise
you,u
load,lowed
toxin,tocsin
done,dun
wheel,we'll
need,knead
pray,prey
bear,bare
wiener,weaner
loos,Lou's
pique,peek
nay,neigh
lumbar,lumber
reel,real
ferrule,ferule
lox,locks
we'd,weed
chiton,kitten
tease,teas
bourn,born
sere,cere
I,eye
one,won
sees,seas
sewn,sown
aisle,I'll
bans,banns
parol,parole
paws,pause
hoarse,horse
peas,pees
sinking,synching
praise,preys
dammed,damned
blew,blue
wish,whish
Sunday,sundae
caching,cashing
paws,pause
coolie,coolly
rays,raise
forth,fourth
bale,bail
way,weigh
concent,consent
nose,no's
tule,tulle
ton,tun
on,awn
rowed,rode
karat,caret
brunette,brunet
prise,prize
Lou's,lose
plain,plane
heald,healed
sleigh,slay
ceding,seeding
hi,high
cote,coat
tail,tale
hangar,hanger
od,odd
licker,liquor
sear,cere
rapt,rapped
q's,cues
ere,heir
hay,hey
neigh,nay
cirrous,serous
pores,pours
watt,what
hears,here's
write,wright
douce,deuce
ax,acts
rue,roux
rapt,rapped
lager,logger
riposte,repost
betel,beetle
airless,heirless
t's,tease
fees,feeze
hew,hue
pigeon,pidgin
bailey,bailie
I,aye
eye,aye
toe,tow
pie,pi
wheal,weal
staunch,stanch
fritz,frits
expedients,expedience
pigeon,pidgin
cruse,crews
qubit,cubit
sue,sou
sere,sear
councilor,counselor
claws,clause
nose,no's
mooed,mood
clairvoyance,clairvoyants
gel,jell
close,clothes
cord,chord
hock,hough
aery,aerie
plater,plaiter
c,sea
Rome,roam
wheal,we'll
presents,presence
wont,want
aire,Ayr
yew,u
Lapps,laps
assent,ascent
Kay,quai
gilt,guilt
chews,choose
inciteful,insightful
vise,vice
imminent,immanent
Sikh,seek
peak,pique
lakh,lock
lo-cal,locale
bees,b's
pika,pica
rapper,wrapper
sault,sue
Ray's,rays
rayed,raid
y's,whys
routing,rooting
main,mane
martin,marten
dole,dhole
elude,allude
taut,taught
ayre,heir
tis,tees
prophet,profit
cite,site
phlox,flocks
gaze,Gay's
holy,holey
side,sighed
wether,weather
dear,deer
flu,flue
continence,continents
guyed,guide
wine,whine
are,r
hoe,ho
caird,cared
rigger,rigor
turn,tern
rain,rein
do,due
knows,nose
nark,narc
bazaar,bizarre
mined,mind
hanger,hangar
khan,con
whole,hole
finish,Finnish
mussed,must
are,air
mutuel,mutual
balks,box
peal,peel
dissidence,dissidents
ooze,oohs
nae,nee
babel,babble
wane,Wayne
spae,spay
cox,cocks
pees,pease
Psalter,salter
climb,clime
weigh,whey
whiled,wild
odd,awed
rheum,room
teas,tees
penni,penny
chair,chare
resiting,resighting
their,they're
reined,rained
limbs,limns
mail,male
feign,fane
veldt,felt
furor,fuhrer
braid,brayed
petrol,petrel
nous,noose
effect,affect
wind,whined
Phil,fill
farming,pharming
try,tri
weighted,waited
tie,Thai
dissent,descent
wrest,rest
yack,yak
kame,came
therefore,therefor
wrung,rung
aloud,allowed
rot,wrought
aire,ere
competence,competents
magnet,magnate
rooted,routed
serous,cirrus
jewel,joule
undue,undo
fessed,fest
gored,gourd
premier,premiere
moue,moo
moan,mown
quay,key
Russell,rustle
new,gnu
neap,neep
vary,very
indict,indite
chic,sheikh
all,awl
skull,scull
cot,caught
wicker,whicker
elude,allude
taupe,tope
ferry,fairy
baste,based
complement,compliment
frank,franc
charred,chard
err,air
mach,mock
shoed,shooed
gays,Gay's
foreword,forward
sign,syne
file,faille
your,you're
lei,lay
i,I
ales,ails
sox,socks
precisian,precision
rale,rail
pox,pocks
breech,breach
lumbar,lumber
trays,treys
ware,where
bitt,bit
clause,claws
nee,knee
liar,lyre
creak,creek
sewer,suer
aire,err
facts,Fax
caste,cast
claque,clack
accidents,accidence
sough,sow
borough,burro
planar,plainer
haze,hays
maze,May's
byre,buyer
ere,ayre
trochee,troche
seer,sear
tix,tics
wrapper,rapper
halve,have
braes,brays
teas,tees
whoa,woe
mien,mesne
whirl,whorl
flack,flak
whines,wines
waists,wastes
laid,lade
whacks,wax
bans,banns
beer,bier
rows,rose
aery,eyrie
queue,cue
house,hows
blare,blair
idle,idyll
baize,bays
haul,hall
burrow,borough
spayed,spade
bruise,brews
gyve,jive
vail,veil
fraise,frays
pees,p's
maid,made
scye,sie
tar,tahr
installation,instillation
tis,tease
fillet,filet
levy,levee
weld,welled
me,mi
compleat,complete
rights,wrights
see,sea
Ray's,rays
father,fother
dyke,dike
brood,brewed
vane,vain
pelisse,police
karat,carat
enumerable,innumerable
eave,eve
fairing,faring
Pharaoh,faro
rise,ryes
let's,lets
bailee,bailey
calendar,calender
lays,laze
whore,hoar
vial,vile
wrecks,rex
Lett,let
fils,fills
infusor,infuser
doze,does
deprevation,deprivation
receipt,reseat
mast,massed
nay,Ne
frees,frieze
pain,pane
been,bine
pottie,potty
sack,sacque
meatier,meteor
flu,flue
mousse,moose
airy,aerie
hart,heart
insurgence,insurgents
step,steppe
ore,o'er
tow,toe
chased,chaste
do,due
u's,ewes
rude,rued
leach,leech
cokes,coax
heir,err
wry,rye
heel,heal
weal,we'll
elide,allied
duel,dual
pilot,Pilate
councilor,counsellor
terne,tern
fatelist,fatalist
least,leased
seeder,cedar
cist,cyst
grievance,grievants
nape,nap
oar,ore
bate,bait
wane,wain
wane,wain
ere,err
malevolence,malevolents
pique,peak
towed,toad
coal,kohl
mussel,muscle
phrase,frays
word,whirred
nu,knew
would,wood
fourth,forth
neigh,Ne
May's,maize
xi,sigh
seer,sear
owe,o
caulk,calk
world,whirled
tract,tracked
bee,b
ware,wear
chrism,chrisom
borne,born
dew,due
tore,tor
Thai,tie
foul,fowl
hew,hue
tartar,tarter
bogie,bogy
you'll,yule
gased,gast
crude,crewed
balled,bald
abstinents,abstinence
stoup,stoops
gall,Gaul
roo,roux
flows,floes
Czech,cheque
cellar,seller
seal,seel
ayre,err
resistants,resistance
champaign,champagne
traitorous,traitoress
saner,seiner
clime,climb
censor,sensor
lieve,leave
pear,pair
seize,sees
sees,seize
dram,drachm
vane,vain
grade,grayed
wailer,whaler
pe,pea
teems,teams
typhus,typhous
core,kor
razor,razer
venous,Venus
culler,color
bogy,bogey
bow,beau
time,thyme
lightening,lightning
booty,bootee
roomie,roomy
whined,wined
cowered,coward
arc,ark
bee,be
we're,weir
lochs,locks
navel,naval
cruise,cruse
bel,belle
nickel,nickle
nicks,nix
jinks,jinx
steps,steppes
settlor,settler
hi,hie
won't,wont
dye,die
moose,mousse
Marx,marks
week,weak
anti-,ante
burly,burley
through,threw
coolie,coolly
plait,plate
dye,die
tres,trey
complacent,complaisant
radical,radicle
preys,praise
recited,resited
caret,karat
nice,gneiss
jam,jamb
i,aye
mints,mince
burr,bur
bussed,bust
politic,politick
preys,prays
bale,bail
mordant,mordent
heal,heel
whorled,world
acclamation,acclimation
lac,lack
troupe,troop
see,c
block,bloc
balm,bomb
raiser,razer
pall,pawl
sot,sought
reigned,rained
profit,prophet
barred,bard
hair,hare
chucker,chukker
bi,bye
hours,ours
hide,hied
leys,laze
pique,peek
wield,wheeled
filet,fillet
mot,mow
eruption,irruption
raze,rays
l,ell
reigns,reins
raid,rayed
pearl,purl
fie,phi
pax,packs
Paul,pall
uncle,uncal
who,hoo
tee,tea
wale,whale
verst,versed
son,sun
brim,bream
pleas,please
ween,wean
by,buy
wheel,weal
staid,stayed
fane,fain
immerges,emerges
sire,sigher
brute,bruit
two,to
Marx,marks
grocer,grosser
ayre,aire
descendents,descendence
capitol,capital
rigor,rigger
cees,c's
re,ray
jeans,Jean's
sales,sails
serge,surge
peek,peak
bream,brim
parred,pard
prints,prince
psychosis,sycosis
quod,quad
scalar,scaler
earn,erne
tier,tear
wig,whig
heir,are
sight,cite
wheal,we'll
salver,salvor
hole,whole
raze,Ray's
sink,sync
ban,bann
wield,weald
mi,me
